tweet_text,hate_score
search incredible story white man quest find ingredients necessary make caribbean jerk chicken redneck land,1
sell soul material wish fast cars bitch tupac smile remix,1
shake bear aka two rednecks sex dead bear,1
shall compare thee summer day summer day bitch,1
get shape pussy lips though postprettypussy whole wheat organic pussy,1
say wigga man richtake durag,1
bitch anyway,1
florida get sniff test swamp pussies,1
slow fuck bitch know live classy young lady,1
good football playerbut still act like nig,1
stop pussy son shove needle heart afterearth,1
stop look us go eat pussy yuppie fuck,1
takin straight dirt finger pussy know put dick xernee,1
bro move hoe move,1
girl plain look borderline ugly amp chunky hey least get nice smile amp great personality,1
devil grow inside hearts selfish wicked white brown yellow black color restrict,2
water yellow healthy student,2
hoe loyal,1
hoe keep callin pickin,1
sour apple bitter bitch fuckin wit,0
faggot jonniesantana orioles petty fuckgot sweep outta bitch,1
ghetto ass band get sneak,1
division trash nomeek_justmilz saint gon win nfc southwatch,2
fan wait bitch niggas hat old hoe date look mama,1
ghetto motherfuckers missy elliott,1
recipe call leftover brownie hell leftover brownie brownie eat yetericanadine,2
ratchet broads represent white ass talk trash racist shit black,1
trust noneeee bitch,1
twitter twitter bitch twitter life,1
two roads diverge yellow wood choose one jtunheimr robert frost giant,2
get k bitch niggaal haymon antonio tarver,1
uhuh empty heart empty bottle yellow cab would like catch cuz yo latest ex make mad,1
use girlfriend get hoe lookin good girl fuckin low,1
virgin pussy regular pussy oomf pussy _________________________,1
whaaaaaat lmaooo cromotoasted creepgoddess love fat bitch cuz get big ole titties phat booties,1
walk bitch like nigga make,1
hate niggers hate faggot hate spicskkk rally,0
queer hut like butt,0
well bitch biology say,1
betysweetcocker get report spam rt sbabylife ladies rt head game better pussy,1
hoe pass squad g,1
fuck callin jiggaboo nigga,0
people think gay marriage okay beyond sorry want future son see fag walk street hold hand,0
little bitch chris six bitch allisons mom,1
would want play pussy jimmyfallon dead snl,1
would want green ranger evil duh bitch,1
would want pussy side burn good question _hyung hahahahaha,1
shank bitch ceviche,1
work tydollasign get rough days hahaha hoe,1
wow bitch yes already establish anything else say,1
forget brand new baby girl home bitch cookies burn,1
yah say word mtzraymegyptians people ysrahal inheritance kushiteethiopians,2
yaoooooooo yea_im_jamaican mawnin yardies,2
yo bitch horn tryna shoot porn kingl shirt worthy tony,1
yo sublet pussy shitfahdsays,1
yo feet smell like puss whut like flower bitch omg,1
yo mama bitch rt theacetjshow one sentence end relationship,1
gunna shit spear chucker,0
bitch favorite response long texts,1
yo boys pussy cat,1
cunt,1
pull pussy dodge collect panties alright stormy jake,1
take someone ghetto take ghetto,1
like us color folks color white fuck,1
get hella hoe,1
hit light line toco bell morning dianas back house miracle charlie dianaaaxo,2
look cute today really helll swerve hoe,1
look like little bird help get dress morning,2
old trout mouth ass bitch deeeeaaaadd,0
talk like fag shit retard cool scro lot tards live total kickass live,1
take land could make retard diapers sureuse imagecool redskins nfl concussion joke,1
garden rise bitch weed,1
fuck shit dumb ass cunt go post picture flat ass titties ig slut,1
queer,1
homeboy look bad give cash hoe,1
teeth like star aww thank yeah yellow far away,2
yup fuck aloha_hoesss play like trash rt sbabylife clippers want play lol,1
time hoe get lol arianas mom say us,1
bitch chellyhernandez,1
ayo even kill handicap cripple bitcheslook scalp real close see triple sixes,0
bitch freak shit,1
bitch vagina little resilient rosestokoe,1
love nah bitch love,1
pussy root drama attribute put head mama,1
call keyshawn johnson catchin erry hoe,1
captain save hoe annoy phrase,1
day judgement everybody go look big jumbotron watch fuck majjinn buu bitch,1
let side bitch settle might headbutt evelyn,1
show bitch unless look like dolly parton,1
fuck pussy ass hater go suck dick die quick someone youtube comment think would good friends,0
hick raver venn diagram large intersection,2
hoe suck dick cus look like john stockton hit wit choppa luke fatherrr lilbthebasedgod,1
work place id deck aye fuck right would give tyson combo nd end uppercut shut fuck bitch,1
suck dick dip keeper true redneck woman kims dad,1
go rip bitch apart rip apart lol,1
britney bitch bible leviticus,1
niggas bitch bitch ass niggas dike ass hoe black ass bright ass hoe fag tag scally wag,1
pussy tryna go studio call mufuckin crib like god yo word god bus yo shit god word,1
oh ya hoe think cute skin tight cat suit assume body boomin dispute,1
omg bitch fuck stupid swear blah blah blah week later omg ilysm bae best friend swear,1
way fuck bitch name lord mr race,0
poor whitey,0
rid bros still trust hoe,1
weekend go fabulous naa man see nae cunt koed second flat hate fuckgm,1
whatever good one abraham lincoln quote hoe,1
guy say latinas gt mean kim kardashian look girls bitch shape like mini fridge amp smell like tortillas,1
rappers say twat make feel weird,2
better pipe pussy esex_ruskiilmao wth even mean,1
fuck pussy could even beat dick angry youtube comment,1
cunt right rq,1
son bitch moment rain forget car windows,1
thingsthatgetsonmynerves needy hoe ratchet hoe sideline hoe beggin hoe dumb hoe look love facebook hoe,1
get hit bitch campus want,1
personidbitchslap khamruz fa blowin tl like bitch spare tire leavin dairy queen,1
faves rt grahamorama snoop justin much fun charlie wilson tribute betawards,2
taughtme pussy feel,1
wordsaftersex pussy bitch,1
azmonsoon lot rain bad enough wash away teabagger racist white trash state tcot teaparty azflooding,0
alexfromtarget get million retweets chrisfromwalmart even get bitch text back,1
alexfromtarget bitch wetlmmfao,1
anncoulter still call obama community organizer syria well still cunt well,1
asagiraffes pussy,1
askdems embarrass charlie rangel remain caucus,2
bob bass bitch hankjohnson bitch dick fish dock,1
break ap call mass governor race charlie baker watch live coverage wcvb stream online,2
bangbangbirdgang ya bitch fruit loop,1
bartending become real bitch bartender way way taller bar design holy back pain,1
bestsongtohavesexto bitch love sosa bangbang,1
bigbird make gay couple yes gop world bird would exist since creators would jail sodomy,2
bitchslapthursdays nite pure passion doors open watch game bitch,1
blessjesus amos two walk together except agree,2
blessjesus amos hate one uphold justice court detest one tell truth,2
blessjesus crown head sole feet,2
blessjesusair matthew look bird air yet heavenly father feed themare much valuable,2
blessjesuslove happy belated sixtyfifth birthday aunt mary agnes strong,2
boutgocrazy aintnolevelzdisshit hungrier phat ho diet ig,1
burnnotice fi shoot bean bag round guy hurt like bitch,1
california full white trash,0
california full white trash move oklahoma,0
celebrityleakedphotos yeahgt know feel know nsa phone quit whine like muslim bitch,1
christianbale kiss moses ass fight god otherwise might fuck deadgt retard ass actor faggot,1
commonquestioniget uou ghetto,2
cowboys bitch cowboysnation another great win ilove team,1
crack whip cracker,1
dtla trash noneuropeans allow live,0
duh transhuman_ possibly tuck penis emperorira bitch get man boob,1
dearfeministmen easier way get pussy wout sacrifice man hoodbest include lose self respect,1
degenerateartist fuckin around allahs retard crestgt get bless jesus next fake ass textgt,1
degenerateartist cardgt french muslim retardgt expect demand child bride yard cuz get man dickgt,1
degenerateartist bitch walk back wordsgt witch question turdgt glitch evolve absurd,1
degenerateartist know wordsgt bo jingo dangle fan slang ho ting pang lick drum swing flick alarm bicgt hear fire,1
degenerateartist sniff whiffy ball involuntary cuz fairy walk downtown hairy climatechange scary sense hillbilly sneezegt,2
derekjeter lifelong yankees man miss firstballot unanimous,2
dutch farmers white trash,0
dutch people live outside newyorkcity white trash,0
earlybird early morning sunrise dawn bird thebird jerryreed kansas city,2
ebola great think panic bird flu bad really get time,2
ebola great metaphor gop teaparty policies eat vital organs host die tcot teabaggers,2
explainananimeplotbadly boy monkey tail grow savior futuristic yet old earth,2
fact rt keyshbechillin kanye best good piece pussy fuck,1
fact females tweet dayum day r hoe need attention ijs wontgetme,1
femalelogic worse jig convince,2
firecashman root royals october yankees,2
freeelchapo trend cus french montanas bitch ass fuck think sell drug cool lamest posers,1
freeballoutpartypart bitch go mo weeks,1
freshmanadvice hoe get traphouseeeeeeee,1
glory isaiah mom ask want brownie say thank say fast,2
holidayseasonlive shyglizzy ply shy glizzy feat ply free tha gang,2
happycolumbusday americakarlmarx would never think share colonialism injuns,2
happycolumbusday hate sound peta callous allbut buffalo lot worse injuns,2
havok one bad bitch would want mess tna impact,1
hellyeah rt bacongawd rt huffingtonpost happy fall pumpkin spice oreos,2
hellobrookland monroestmarket open serve free sample cider vegan sliders brownies,2
holyspirit joshua every place sole foot shall tread upon give unto say unto moses,2
honestyhour middle school hoe use call mandingo warrior,1
idonthavetimefor ratchet hoe,1
ihopesomeday hoe find relationship instead ruin others,1
istandwithrand wise rino pussies real leaders like rand cruz lee bachmann etc actually exist fight go home teaparty,1
iu straight nation college soccer champion wow hoosiernation hoosiers,2
iu make honorary student id way cooler international students football card hoosiers,2
ifthepurgewasreal would best prostitute madam ever hey get pussy break right lmao jk,1
ifwedate eat da pussy better lesbian,1
inmiddleschool fat hell band faggot thank god play sport th grade stay band,1
indigenouspeoplesday right redskins lot queen right nomg sofunny,2
indigenouspeoplesday haha fuckin retard commies hunter biden love snortin pygmie fairy dust liberals,1
iowa full white trash,0
iraq gov troop hand severe defeat isis saqlawiya chatter soldier lose amp jihadis rave,2
jesuschrist straightgt faggot kill period sonofgodgt,0
kanyeshrug lol shainarakia thots like rt smco shainarakia great thing bitch offer,1
lingo niccas tryn talk like,1
mentionadislike hoe thinkin bad even tell bitch calm average,1
messagetomyfuturespouse better cook clean bitch ill give money cleanin dish makin plate,1
minnesota full white trash,0
myunpopularopinion spanish bitch suck dick baby already fine dress slutty,1
nl qyoueen remind still get janelle monae perplex people think queer,1
np centuries fob,2
nationalcatday sure celebrate billion bird deaths blame climatechange fuckin commies,1
natitude okay go say comb yer beard lol wiggers,2
nowplaying bt feat tori amos blue sky radio edit thearrow,2
nowplaying great white bite twice shy thearrow,2
nowplaying ian hunter bite twice shy thearrow,2
nowplaying doors wasp texas radio big beat thearrow,2
oomef yeah kno pussy whip nigga put ring,1
onlyinamichaelmyersmovie bitch run hundred meter dash niqqa actually take time walk amp still get kill,1
pdplive november th get early bird ticket lifeofshan,2
pacernation road perfect way continue iubb finish nba pacers indiana hoosiers,2
peopletoavoid valerie jarrett control reflex bitch slap,1
peoplewhomademy little brother hate admit dirkalisic know still lil bitch though fuck,1
qtna rt major_k bitch gon breast fee wit nipple ring,1
questioniaskmyself slap hoe tuh solve something leave alonei never usually listen,1
radiofreenorthwest covington read responses amp mock fbi andy real politics liv awaken gretchen,2
rayrice bitch justsaying,1
rayrice still bitch nfl get one wrong women fan livid noexcuses,1
reasonswecantbetogether talkin nig smash da homies,0
reasonswhywedontgetalong hoe stop focus suck dick focus get rich,1
rebelscience share whaddupgt cloud hog windturbines like fuckin gasbag son bitch,1
rebelscience use actual woman genetic engineer lab natural clone something faggot rome,0
redsox focus orioles knock last year hatred yankees umteen years lol,2
remake granny dcyoungfly dirtymoney teamignat hoodcomedy damn bitch bab big,1
royals fantastic ready tomorrows sweep dispose os yankees ever except month,2
royals milwaukee let yost gonow wish suckhow nowhe guy win lose yankees fire girardi yost,2
ruinacomedian midnight charlie lapdance,2
ruinadessert midnight fairy queen nomggt fuck obama panties,1
shoutout everybody follow nicca,1
shoutout exit niccas salute,1
shoutout macktown niccas,1
shoutout exit niccas realniccasalute,1
signsofcockblockin gtrt tribexyunglion niggahs tell hoe talk get fuckniggahs,1
skate trash,2
slightlyadjusted rt capotoheaven alls niggers want fuck tweet drink pineapple soda day,0
somethingigetalot asian black hawaiian gay retard drink,0
southcarolina full white trash,0
splashgang pussy naz ay benny_balboa try tell naz,1
stopwhitepeople rt abc case west nile virus infections report orange county year dead bird find carry virus,2
tbt love forever ling ling brittneycordova,2
theboondocks nicca,2
truth rt notashley david charlie brown scandal,2
son bitch moment finally get bed bladder decide time piss,1
son bitch moment turn radio favorite song end song,1
son bitch moment walk house dark stub little toe wall,1
thatfuckmemoment leave car windows rain car look like hurricane katrina run bitch,1
themostannoyingthingsinlife people never happy bitchnmoan time,1
thingsiwillteachmychild play deez niggas n bitch dat snake,0
thingsnottodoonafirstdate give da dick get half stroke da pussy dump dick dat bitch gon become extremely anoyin,1
tjohngang lil bitch follow,1
tomyfutureson fuck dem hoe better love dem hoe,1
trayvonmartin refer zimmerman creepy ass cracker racist thug,0
